country,date,protest_event,abuse,accident,aid,alcohol,allah,arrest,attack,bank,bankrupt,bombing,border,boss,broken,budget,business,certificate,children,church,clean_air,closed,community,construction,cost,court,credit_card,crew,crime,crops,curfew,currency,dating,debt,destroy,devalue,discriminate,drought,economic,economy,education,election,electricity,ethnic,exclude,expensive,export,family,flood,food,gamble,gambling,gas,gay,gender,god,government,grievance,health,healthcare,holiday,homosexual,house,housing,identity,import,industry,inflation,interest_rate,internet,invest,jobs,kill,language,license,loans,lottery,luxury,marriage,medicine,men,military,mobilize,mosque,move_out,moving,natural_disaster,no_work,official,open,organize,passport,pension,petrol,police,polls,pollution,porn,prison,property,prosecute,protest,race,ration,real_estate,reform,regulate,religion,rent,retire,riot,roads,sanitation,savings,services,sex,sharia,shortage,shutdown,sick,sports,stock,syndicate,target,tariff,tax,temple,terror,terrorist,ticket,unemploy,unemployment,union,violation,violence,visa,vote,water,wedding,wife,women,work,workers,youth,anger,angry,anxious,bored,boring,confident,depress,depression,happy,nervous,sad,stress
Gabon,2013-06-01,yes,0,0,2,0,4,0,9,12,0,0,0,5,0,7,6,6,2,3,0,0,0,13,0,5,0,6,53,0,0,2,2,0,0,0,0,0,3,0,2,2,0,0,0,0,2,3,0,0,79,0,7,17,0,9,0,0,2,0,0,0,13,0,29,2,0,0,0,20,0,5,4,4,2,0,0,4,14,0,4,0,0,0,0,3,0,0,4,5,0,14,4,5,14,0,4,40,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,0,5,29,0,0,21,5,8,11,0,0,0,6,5,3,0,4,0,0,6,0,3,11,5,4,2,18,6,3.5,0,2,0,8,0,0,0,0,0,0,7,0,0,0
Gabon,2013-07-01,yes,5,8,2,10,6,0,5,7,0,0,0,11,0,6,7,0,5,2,0,13,2,8,8,7,0,10,100,0,0,7,2,0,0,0,0,0,3,6,4,1,0,0,0,0,5,4,0,0,0,0,18,22,0,23,5,0,2,0,0,0,16,0,0,2,3,5,0,15,0,6,5,4,0,0,7,4,17,4,4,1,0,39,0,0,0,0,2,7,0,4,0,11,14,0,2,42,4,6,0,0,2,6,0,0,0,4,11,0,0,0,0,0,6,39,0,0,0,0,6,3,0,0,0,3,3,0,0,0,0,0,9,0,4,21,2,7,4,15,14,5,0,2,0,0,0,0,0,0,0,2,10,0,0,4
Gabon,2013-08-01,yes,0,0,2,0,4,0,7,13,0,0,0,4,0,7,7,6,6,8,0,0,5,11,5,6,0,4,36,0,0,4,0,0,0,0,0,0,3,0,4,7,0,0,0,0,2,6,0,7,0,0,7,24,0,11,0,0,4,0,14,0,15,0,14,4,0,0,0,15,19,3,0,4,4,0,0,0,5,0,4,0,0,0,0,3,0,0,4,5,0,3,0,5,10,0,2,41,2,2,0,0,4,0,0,0,0,6,5,0,0,0,0,0,8,27,0,0,0,0,4,2,0,0,0,2,3,3,0,0,0,0,10,0,3,12,7,3,6,23,16,2.5,0,2,0,0,0,0,0,0,0,5,3,0,11,3
Gabon,2013-09-01,no,3,5,3,0,0,0,5,6,0,0,0,8,12,11,12,13,4,3,0,0,0,8,6,12,0,10,17,0,0,6,2,0,0,0,0,0,6,0,1,5,0,0,0,0,2,4,0,0,0,0,18,25,0,18,2,0,2,0,0,0,15,0,15,2,2,0,0,17,0,6,0,3,4,0,0,0,11,4,4,0,0,20,0,0,0,0,2,5,0,0,0,5,12,0,0,68,3,2,0,0,4,0,0,0,0,5,5,0,0,0,0,0,8,33,0,0,22,6,17,8,0,0,0,2,4,3,0,2,0,0,6,11,2,17,4,6,2,9,20,5,0,2,0,17,0,0,0,0,0,2,7,0,11,3
Gabon,2013-10-01,yes,3,8,0,0,8,0,7,6,0,0,0,5,11,12,8,7,4,2,0,0,0,7,11,12,0,4,14,0,0,7,2,0,0,0,0,0,3,6,4,1,0,0,0,0,3,6,0,7,0,0,10,17,0,9,2,0,0,0,0,0,26,0,15,6,0,0,0,17,0,5,0,6,2,0,13,0,22,0,5,0,0,0,0,0,0,0,2,11,0,14,0,16,8,0,2,51,4,2,0,0,4,0,0,0,0,4,5,0,0,0,0,0,7,36,0,0,0,0,7,7,0,37,0,2,3,0,0,0,0,0,4,0,2,18,3,5,4,18,16,4.5,0,2,0,8,0,0,0,0,0,2,7,0,0,3
Gabon,2013-11-01,yes,0,7,4,0,3,0,11,13,0,0,0,3,0,19,5,6,5,1,0,0,2,13,0,4,0,14,20,0,0,5,2,0,19,0,0,0,0,0,4,3,0,0,0,0,3,8,0,6,0,0,11,19,0,10,0,0,2,0,13,0,13,0,13,2,0,0,0,14,0,5,4,6,0,2,11,6,5,3,4,0,0,0,0,0,0,0,2,11,0,3,0,5,7,0,2,49,2,3,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,26,0,0,0,5,12,4,0,0,0,2,4,0,0,0,0,0,8,0,2,11,5,6,2,18,12,2.5,0,2,3,18,0,0,0,0,0,0,9,0,10,2
Gabon,2013-12-01,yes,2,9,1,0,13,0,4,4,0,0,0,4,10,13,6,6,2,3,0,0,0,14,12,10,0,3,27,0,0,5,2,0,0,0,0,0,4,5,7,3,0,0,0,0,5,2,0,12,0,0,17,18,0,16,0,0,2,0,6,0,19,0,0,7,0,2,0,14,16,6,12,7,0,0,3,0,5,3,3,1,0,0,0,0,0,0,5,3,0,3,3,0,9,0,4,53,0,2,0,0,2,0,0,0,0,8,14,0,0,0,0,0,6,27,0,0,0,5,13,3,0,0,0,0,1,0,0,2,0,0,7,0,4,11,9,2,3,10,17,10,0,0,0,14,0,0,0,0,0,2,9,0,0,5
Gabon,2014-01-01,no,0,18,0,0,8,0,0,6,0,0,0,6,0,9,5,11,3,4,0,0,3,8,5,5,0,7,11,0,0,2,0,0,0,0,0,0,3,0,3,12,0,0,0,0,3,6,0,6,0,0,13,19,0,8,0,0,4,0,18,0,13,0,0,3,0,0,0,12,0,11,8,2,2,0,0,3,9,3,6,0,0,0,0,0,0,0,5,3,0,0,0,0,7,0,0,61,8,2,0,0,3,5,0,0,0,6,5,0,0,0,0,0,4,29,0,0,0,0,11,3,0,32,0,0,6,3,0,0,0,0,7,9,8,8,3,5,8,5,14,5,0,2,0,7,0,0,0,0,0,2,26,0,9,8
Gabon,2014-02-01,yes,0,14,0,0,6,0,7,7,0,0,0,4,9,15,5,0,2,2,0,0,4,16,16,6,0,4,9,0,0,4,2,0,0,0,0,0,2,9,2,4,0,0,0,0,3,9,0,13,0,0,6,24,0,5,0,0,2,0,21,0,11,0,11,1,1,6,0,14,0,6,3,7,4,0,0,3,12,8,3,0,0,0,0,2,0,0,3,4,0,3,9,0,10,0,5,47,2,2,0,0,2,4,0,0,0,8,4,0,0,0,0,0,9,31,0,0,0,0,12,4,0,0,0,2,2,0,0,4,0,0,6,0,6,13,3,4,8,13,12,7,0,1,3,6,0,0,0,0,0,0,16,0,0,3
Gabon,2014-03-01,yes,0,15,1,0,11,0,6,17,0,0,0,7,28,8,7,8,0,3,0,0,1,13,11,11,0,3,13,0,0,4,0,0,0,0,0,0,2,5,4,2,0,0,0,0,5,9,0,9,0,0,14,11,0,13,0,0,4,0,12,0,11,0,0,3,2,2,0,13,0,7,7,5,2,0,4,3,7,3,4,3,0,0,0,0,0,0,4,6,0,3,0,4,11,0,3,54,2,0,0,0,3,0,6,0,0,6,4,0,0,0,0,0,3,34,0,0,17,0,9,3,0,0,0,2,9,0,0,0,0,0,9,0,2,11,3,4,3,10,11,3.5,0,2,6,7,0,0,0,0,0,2,19,0,9,5
Gabon,2014-04-01,no,0,12,1,0,14,0,7,8,0,0,0,7,17,14,10,15,2,3,0,0,3,7,8,10,0,6,11,0,0,4,5,0,0,0,0,0,2,0,3,3,0,0,0,0,2,6,0,13,0,0,15,16,0,15,0,0,7,0,0,0,18,0,0,9,1,2,0,15,0,9,15,6,2,0,2,8,8,3,3,1,0,0,0,0,0,0,1,7,0,3,6,8,13,0,5,53,4,2,0,0,1,4,5,0,0,9,12,0,0,0,0,0,7,37,0,0,0,0,6,8,0,0,0,3,6,0,0,0,0,0,8,8,4,10,2,5,2,31,12,9,0,3,0,6,0,0,0,0,0,0,29,0,8,5
Gabon,2014-05-01,no,2,19,0,0,6,0,8,10,0,0,0,4,9,13,7,13,3,1,0,0,1,13,6,11,0,6,6,0,0,4,2,0,0,0,0,0,2,5,4,2,0,0,0,0,4,7,0,8,0,0,12,18,0,5,2,0,3,0,11,0,21,0,11,4,2,0,0,14,30,6,5,5,2,0,5,0,9,0,5,1,0,15,0,7,0,0,2,9,0,3,3,0,8,0,3,57,6,2,0,0,3,0,6,0,0,8,4,0,0,0,0,0,8,35,0,0,0,0,10,4,0,58,0,3,4,0,0,3,0,0,9,8,4,13,5,4,5,12,16,3.5,0,3,0,0,0,0,0,0,0,2,12,0,9,7
Gabon,2014-06-01,yes,2,4,1,0,3,0,4,5,0,0,0,3,0,11,6,10,3,1,0,0,3,17,6,12,0,3,19,0,0,1,2,0,0,0,0,0,2,0,3,2,0,0,0,0,1,7,0,18,0,0,8,13,0,12,2,0,0,0,0,0,16,0,11,1,0,2,0,14,0,6,5,4,5,2,8,3,4,3,4,1,0,14,0,0,0,0,3,8,0,5,0,0,19,0,9,41,5,0,0,0,1,4,0,0,0,8,8,0,0,0,0,0,8,30,0,0,0,0,8,6,0,0,0,2,4,4,0,0,0,0,9,0,3,10,5,3,5,26,20,4.5,0,0,3,6,0,0,0,0,0,0,18,0,8,2
Gabon,2014-07-01,no,0,4,0,0,5,0,8,7,0,0,0,6,9,16,6,5,4,1,0,0,2,13,18,10,0,3,7,0,0,1,0,0,0,0,0,0,2,5,2,2,0,0,0,0,4,6,0,9,0,0,12,21,0,9,2,0,4,0,6,0,9,0,0,3,2,4,0,16,16,10,11,8,3,0,5,9,7,3,4,0,0,0,0,0,0,0,3,12,0,4,6,0,3,0,7,51,2,2,0,0,3,5,0,0,0,3,13,0,0,0,0,0,6,36,0,0,0,0,7,5,0,0,0,0,2,0,0,5,0,0,5,0,7,11,0,3,5,5,22,3.5,0,0,0,0,0,0,0,0,0,2,10,0,0,2
Gabon,2014-08-01,yes,0,13,3,0,3,0,8,11,0,0,0,4,0,9,5,5,2,1,0,10,4,10,11,9,0,5,13,0,0,4,2,0,9,0,0,0,4,0,1,1,0,0,0,0,3,4,0,11,0,0,10,16,0,20,0,0,2,0,0,0,15,0,0,3,2,2,0,12,0,4,11,2,6,0,3,0,11,0,3,1,0,0,0,0,0,0,0,8,0,6,0,4,6,0,2,42,3,3,0,0,5,5,0,0,0,5,0,0,0,0,0,0,7,31,0,0,0,0,7,7,0,0,0,2,7,5,0,1,0,0,7,0,3,16,2,4,6,14,8,9.5,0,3,0,6,0,0,0,0,0,4,14,0,9,4
Gabon,2014-09-01,yes,0,26,1,0,3,0,0,8,0,0,0,10,9,18,7,5,2,2,0,11,2,11,11,4,0,3,7,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,4,0,3,0,0,10,14,0,11,0,0,0,0,6,0,5,0,12,3,2,2,0,18,15,4,5,6,2,2,0,6,9,3,3,0,0,15,0,0,0,0,5,4,0,6,0,4,16,0,0,65,2,0,0,0,1,0,17,0,0,2,9,0,0,0,0,0,7,33,0,0,0,0,7,4,0,0,0,2,3,3,0,3,0,0,6,8,4,19,2,4,7,21,32,10,0,0,3,26,0,0,0,0,0,3,12,0,0,2
Gabon,2014-10-01,yes,4,8,1,0,9,0,7,13,0,0,0,8,26,8,9,5,2,4,0,0,0,6,8,6,0,9,22,0,0,3,2,0,0,0,0,0,5,0,2,1,0,0,0,0,6,4,0,5,0,0,15,13,0,5,3,0,0,0,5,0,10,0,11,6,1,2,0,15,0,8,7,4,2,0,6,5,8,6,4,2,0,0,0,0,0,0,1,2,0,4,0,0,13,0,0,60,4,0,0,0,1,9,11,0,0,3,0,0,0,0,0,0,6,33,0,0,0,0,9,10,0,0,0,3,7,2,0,0,0,0,10,8,3,13,2,4,10,13,7,4,0,0,0,9,0,0,0,0,0,0,6,0,0,4
Gabon,2014-11-01,yes,2,14,2,0,5,0,6,10,0,0,0,9,7,6,6,4,3,4,0,0,2,11,7,14,0,2,16,0,0,2,3,0,0,0,0,0,3,6,4,1,0,0,0,0,4,6,0,7,0,0,13,12,0,9,0,0,4,0,5,0,7,0,9,0,4,3,0,15,0,6,6,6,5,2,11,2,0,0,5,1,0,0,0,0,0,0,2,5,0,7,3,17,11,0,3,49,4,1,0,0,2,0,9,0,0,5,10,0,0,0,0,0,8,28,0,0,14,0,7,3,0,0,0,0,4,2,0,1,0,0,7,7,3,15,1,2,5,8,19,5.5,0,1,2,0,0,0,0,0,0,3,12,0,7,4
Gabon,2014-12-01,no,0,16,1,0,7,0,6,7,0,0,0,2,7,4,6,6,2,1,0,0,1,9,6,7,0,7,18,0,0,0,3,0,6,0,0,0,2,7,4,2,0,0,0,0,2,5,0,8,0,0,18,17,0,15,0,0,1,0,17,0,9,0,0,3,2,3,0,12,0,5,5,6,3,0,4,0,7,2,4,1,0,11,0,0,0,0,2,7,0,8,2,6,13,0,5,51,2,1,0,0,2,0,0,0,0,7,12,0,0,0,0,0,6,34,0,0,0,0,6,2,0,22,0,1,3,0,0,0,0,0,7,12,4,10,1,3,3,9,15,3.5,0,1,0,0,0,0,0,0,0,1,9,0,0,6
Gabon,2015-01-01,yes,0,10,0,0,4,0,7,8,0,0,0,7,9,14,9,0,3,3,0,0,2,5,6,8,0,4,17,0,0,4,0,0,0,0,0,0,0,14,2,2,0,0,0,0,2,6,0,8,62,0,8,12,0,10,3,0,0,0,27,0,12,0,11,3,1,2,0,15,15,4,9,7,0,2,2,5,4,4,2,1,0,0,0,0,0,0,1,5,0,9,0,4,11,0,2,52,3,2,0,0,3,5,6,0,0,5,0,0,0,0,0,0,4,32,0,0,0,0,5,0,0,0,0,2,7,0,0,4,0,0,8,8,3,12,0,3,6,30,13,2,0,0,3,6,44,0,0,0,0,2,17,0,0,2
Gabon,2015-02-01,yes,0,0,2,7,3,0,14,12,0,0,0,3,9,13,8,5,2,2,0,0,0,10,10,16,0,3,11,0,0,4,4,0,8,0,0,0,2,4,4,3,0,0,0,0,2,5,0,8,0,0,15,13,0,5,2,0,7,0,0,0,10,0,16,1,1,0,0,12,0,6,3,5,5,0,0,3,4,0,4,0,0,0,0,2,0,0,0,6,0,7,0,4,20,0,9,54,3,2,0,0,7,7,0,0,0,7,0,0,0,0,0,0,7,25,0,0,0,0,15,7,0,0,0,1,6,0,0,4,0,0,6,0,3,9,2,3,6,11,20,6,0,1,5,6,0,0,0,0,0,2,14,0,17,3
Gabon,2015-03-01,yes,2,5,0,4,0,0,10,13,0,0,0,2,10,17,11,11,8,4,0,0,3,11,21,5,0,0,18,0,0,3,2,0,19,0,0,0,3,0,3,3,0,0,0,0,1,7,0,18,0,0,15,17,0,4,0,0,6,0,0,0,11,0,0,2,3,0,0,15,0,8,20,2,6,0,0,3,7,7,4,0,0,0,0,3,0,0,2,6,0,9,3,9,12,0,5,41,5,0,0,0,3,0,6,0,0,9,5,0,0,0,0,0,5,25,0,0,0,0,4,1,0,0,0,0,4,0,0,3,0,0,13,0,6,9,2,4,2,0,14,4.5,0,0,6,7,0,0,0,0,0,4,15,0,0,5
Gabon,2015-04-01,yes,2,9,1,0,3,0,4,8,0,0,0,7,9,9,11,8,2,3,0,0,1,7,13,13,0,3,10,0,0,1,3,0,0,0,0,0,4,5,8,6,0,0,0,0,1,5,0,6,0,0,8,16,0,11,0,0,4,0,12,0,21,0,0,3,0,0,0,15,0,6,7,5,4,0,0,3,4,6,4,0,0,15,0,0,0,0,1,1,0,9,0,0,8,0,3,38,3,2,0,0,4,0,0,0,0,4,9,0,0,0,0,0,7,27,0,0,17,0,9,10,0,0,0,2,5,0,0,2,0,0,8,17,4,12,3,1,4,12,11,6.5,0,2,3,13,0,0,0,0,0,0,7,0,9,9
Gabon,2015-05-01,yes,2,7,2,0,3,0,6,15,0,0,0,2,19,10,9,5,2,3,0,0,5,3,14,10,0,3,14,0,0,0,3,0,0,0,0,0,4,0,4,6,0,0,0,0,2,3,0,0,0,0,13,16,0,4,2,0,0,0,12,0,14,0,0,0,2,0,0,11,0,8,7,5,4,0,3,6,0,3,4,0,0,0,0,0,0,0,3,4,0,9,3,0,12,0,0,47,3,3,0,0,0,5,0,0,0,9,0,0,0,0,0,0,5,31,0,0,0,0,8,4,0,62,0,0,8,0,0,0,0,0,6,0,2,18,3,3,3,20,14,7,0,2,0,7,0,0,0,0,0,4,10,0,9,7
Gabon,2015-06-01,no,0,9,1,0,3,0,8,10,0,0,0,4,0,10,7,0,2,4,0,0,1,8,11,7,0,3,16,0,0,6,2,0,9,0,0,0,0,0,3,4,0,0,0,0,0,5,0,11,0,0,14,19,0,13,0,0,3,0,6,0,14,0,12,2,2,0,0,12,0,7,4,6,2,0,4,3,7,0,4,0,0,0,0,0,0,0,3,6,0,4,0,0,8,0,5,40,2,2,0,0,4,5,0,0,0,6,21,0,0,0,0,0,3,29,0,0,0,4,9,3,0,59,0,2,3,0,0,0,0,0,9,0,4,15,2,5,6,9,3,0,0,0,3,6,0,0,0,0,0,2,19,0,9,3
Gabon,2015-07-01,no,0,6,1,0,9,0,7,4,0,0,0,5,9,8,8,5,0,3,0,0,1,11,10,8,0,4,11,0,0,7,2,0,0,0,0,0,2,5,2,2,0,0,0,0,3,6,0,16,0,0,17,13,0,22,2,0,5,0,11,0,8,0,11,3,0,0,0,11,0,8,9,4,3,2,0,3,4,0,3,2,0,15,0,0,0,0,1,10,0,5,3,8,13,0,2,51,3,2,0,0,3,4,0,0,0,7,8,0,0,0,0,0,8,22,0,0,0,0,7,10,0,0,0,2,4,2,0,3,0,0,9,8,3,15,2,6,3,16,5,4.5,0,0,3,15,0,0,0,0,0,0,8,0,8,7
Gabon,2015-08-01,yes,1,15,2,0,6,0,7,6,0,0,0,2,12,15,8,4,4,4,0,0,2,4,12,7,0,4,17,0,0,4,2,0,6,0,0,0,2,3,2,3,0,0,0,0,2,7,0,10,0,0,14,19,0,9,4,0,2,0,12,0,4,0,32,3,1,1,0,11,10,5,4,6,1,1,3,0,3,2,3,0,0,0,0,0,0,0,2,4,0,8,0,0,12,0,2,67,2,1,0,0,2,3,0,0,0,6,6,0,0,0,0,0,4,26,0,0,11,3,6,5,0,20,0,3,5,3,0,0,0,0,7,0,2,16,1,2,3,8,9,8.5,0,2,0,9,0,0,0,0,0,3,5,0,6,6
Gabon,2015-09-01,no,1,6,3,0,5,0,7,10,0,0,0,5,13,8,8,0,3,2,0,7,2,7,3,11,0,0,14,0,0,7,1,0,0,0,0,0,2,0,2,1,0,0,0,0,2,7,0,2,0,0,17,19,0,9,0,0,1,0,0,0,14,0,0,2,2,0,0,12,22,4,5,4,1,2,2,6,3,3,4,0,0,0,0,0,0,0,2,6,0,8,5,3,17,0,8,61,6,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,5,29,0,0,0,3,8,4,0,21,0,2,5,0,0,0,0,0,8,6,1,16,2,3,7,8,13,2.5,0,0,2,9,0,0,0,0,0,2,16,0,6,2
Gabon,2015-10-01,yes,0,19,2,0,4,0,8,9,0,0,0,5,0,0,7,4,1,2,0,0,2,5,17,10,0,6,13,0,0,6,2,0,6,0,0,0,2,0,3,2,0,0,0,0,1,6,0,8,44,0,10,13,0,15,1,0,1,0,0,0,6,0,16,0,4,1,0,13,21,4,5,4,5,0,9,6,5,2,3,1,0,21,0,0,0,0,2,14,0,8,4,3,12,0,3,65,5,3,0,0,2,0,0,0,0,3,3,0,0,0,0,0,7,32,0,0,0,3,5,1,0,21,0,2,5,2,0,3,0,0,6,0,2,11,4,2,3,16,15,6.5,0,2,4,9,0,0,0,0,0,3,7,0,12,3
Gabon,2015-11-01,yes,0,23,1,0,4,0,5,12,0,0,0,5,6,17,10,3,2,2,0,7,2,8,9,9,0,7,15,0,0,1,2,0,6,0,0,0,4,8,3,3,0,0,0,0,2,8,0,2,0,0,15,14,0,22,1,0,1,0,4,0,9,0,0,1,3,1,0,8,0,6,7,3,2,0,10,4,6,2,4,0,0,0,0,0,0,0,3,4,0,4,0,3,10,0,1,55,6,3,0,0,3,3,4,0,0,5,14,0,0,0,0,0,7,28,0,0,0,0,5,7,0,0,0,3,5,2,0,3,0,0,7,0,5,17,5,3,2,8,5,4.5,0,2,0,4,0,0,0,0,0,3,6,0,6,4
Gabon,2015-12-01,yes,0,7,2,0,8,0,8,7,0,0,0,1,6,9,8,4,0,1,0,0,1,12,7,8,0,6,6,0,0,5,0,0,18,0,0,0,2,0,4,4,0,0,0,0,1,9,0,2,44,0,17,13,0,14,1,0,2,0,0,0,11,0,0,5,2,1,0,9,31,7,5,6,3,0,2,0,6,2,3,1,0,0,0,0,0,0,3,4,0,6,2,6,22,0,7,48,5,2,0,0,4,3,0,0,0,5,12,0,0,0,0,0,5,23,0,0,0,0,10,4,0,0,0,2,3,0,0,1,0,0,8,11,4,11,4,2,3,21,9,1,0,1,0,4,0,0,0,0,0,0,8,0,0,5
Gabon,2016-01-01,no,3,6,1,0,3,0,8,8,0,0,0,6,6,8,7,4,2,7,0,0,0,7,3,12,0,6,15,0,0,6,1,0,6,0,0,0,0,3,2,4,0,0,0,0,1,4,0,12,0,0,11,17,0,14,1,0,0,0,4,0,10,0,0,2,1,0,0,13,0,6,8,7,3,0,2,0,8,0,4,1,0,11,0,0,0,0,2,6,0,11,2,0,22,0,2,48,3,1,0,0,3,0,0,0,0,6,6,0,0,0,0,0,4,28,0,0,0,0,9,4,0,42,0,2,7,2,0,3,0,0,7,0,5,15,4,6,5,17,6,6.5,0,1,4,7,0,0,0,0,0,2,17,0,6,3
Gabon,2016-02-01,yes,3,5,1,0,4,0,4,4,0,0,0,4,10,15,4,3,2,2,0,0,2,10,8,13,0,5,5,0,0,2,1,0,0,0,0,0,3,0,2,3,0,0,0,0,1,8,0,9,35,0,9,17,0,12,0,0,2,0,0,0,7,0,0,0,1,4,0,9,8,8,4,4,2,0,1,8,6,7,2,0,0,0,0,0,0,0,1,7,0,7,2,0,19,0,9,51,8,3,0,0,3,4,3,0,0,12,2,0,0,0,0,0,8,26,0,0,0,2,9,4,0,16,0,1,5,0,0,3,0,0,8,5,6,14,2,4,6,13,10,4.5,0,1,0,4,0,0,0,0,0,1,12,0,5,2
Gabon,2016-03-01,no,0,6,1,2,4,0,6,11,0,0,0,5,5,14,9,3,2,2,0,0,2,9,9,11,0,5,15,0,0,3,1,0,5,0,0,0,0,4,2,5,0,0,0,0,1,7,0,6,0,0,9,16,0,15,1,0,2,0,3,0,3,0,0,1,1,0,0,7,0,7,8,4,3,1,1,5,9,2,4,1,0,9,0,0,0,0,2,3,0,6,2,2,15,3,5,51,4,2,0,0,2,8,3,0,0,13,0,0,0,0,0,0,4,24,0,0,0,3,6,5,0,0,0,2,6,1,0,2,0,0,8,5,6,12,2,5,5,5,5,11,0,0,0,4,0,0,0,0,0,2,8,0,0,1
Gabon,2016-04-01,no,2,6,0,2,3,0,2,9,0,0,0,4,10,16,9,6,1,3,0,6,2,3,14,13,0,5,19,0,0,2,0,0,5,0,0,0,3,6,3,13,0,0,0,0,2,8,0,0,0,0,2,20,0,10,0,0,2,0,6,0,9,0,0,2,1,3,0,9,8,4,5,3,3,0,0,0,4,2,3,0,0,0,0,0,0,0,0,5,0,4,5,4,18,0,3,50,3,2,0,0,2,3,0,0,0,10,5,0,0,0,0,0,5,25,0,0,0,0,8,2,0,32,0,2,5,1,0,2,0,0,7,4,3,11,3,4,5,11,18,31.5,0,1,2,5,0,0,0,0,0,2,14,0,14,5
Gabon,2016-05-01,no,3,6,0,4,2,0,5,8,0,0,0,5,5,9,7,3,2,1,0,0,2,12,16,12,0,6,14,0,0,1,5,0,18,0,0,0,2,0,2,6,0,0,0,0,1,6,0,4,0,0,8,19,0,15,0,0,1,0,3,0,6,0,0,4,1,3,0,10,8,2,4,5,2,0,1,0,10,0,4,0,0,0,0,1,0,0,2,3,0,5,0,9,10,0,7,50,5,2,0,0,3,0,15,0,0,8,4,0,0,0,0,0,7,26,0,0,0,0,4,4,0,15,0,2,8,1,0,0,0,0,7,4,2,15,2,3,5,16,12,17.5,0,2,2,3,0,0,0,0,0,1,10,0,9,6
Gabon,2016-06-01,yes,1,10,1,2,3,0,7,8,0,0,0,2,5,15,9,4,1,1,0,0,1,17,3,12,0,6,10,0,0,2,1,0,9,0,0,0,3,5,2,4,0,0,0,0,2,8,0,10,100,0,2,17,0,13,3,0,2,0,3,0,14,0,0,2,1,0,0,9,8,5,2,4,2,0,6,0,5,2,5,0,0,0,0,0,0,0,3,6,0,4,3,2,16,3,5,62,4,1,0,0,2,0,0,0,0,9,7,0,0,0,0,0,4,33,0,0,0,2,6,6,0,32,0,1,6,0,0,0,0,0,5,4,7,16,2,5,3,10,15,15,0,2,3,3,0,0,0,0,0,3,13,0,7,3
Gabon,2016-07-01,yes,0,14,1,0,3,0,8,6,0,0,0,4,5,7,8,6,3,3,0,0,2,8,5,12,0,6,7,0,0,5,3,0,9,0,0,0,3,3,2,6,0,0,0,0,2,7,0,11,0,0,8,14,0,24,1,0,2,0,3,0,8,0,6,2,2,0,0,8,8,3,6,2,2,1,2,3,2,3,3,0,0,8,0,0,0,0,2,2,0,3,2,9,18,0,2,57,6,1,0,0,3,3,9,0,0,7,2,0,0,0,0,0,7,29,0,0,0,0,8,4,0,16,0,1,4,1,0,1,0,0,5,0,3,17,3,2,7,10,9,12.5,0,0,0,5,0,0,0,0,0,0,12,0,10,4
Gabon,2016-08-01,yes,1,14,1,0,6,0,2,10,0,0,0,4,11,7,7,6,1,2,0,6,2,10,5,15,0,7,13,0,0,3,2,0,16,0,0,0,0,3,1,10,0,0,0,0,1,5,0,5,0,0,8,30,0,16,0,0,2,0,0,0,11,0,0,2,3,3,0,8,0,5,2,1,1,0,2,3,8,5,4,0,0,0,0,2,0,0,2,6,0,10,4,10,12,0,0,65,14,0,0,0,3,0,7,0,0,1,5,0,0,0,0,0,6,32,0,0,10,0,7,6,0,18,0,1,4,1,0,0,0,0,5,5,2,18,1,3,3,20,9,7.5,0,1,2,15,0,0,0,0,0,2,6,0,8,3
Gabon,2016-09-01,yes,0,41,0,0,3,0,14,7,0,0,0,6,0,9,4,0,3,4,0,7,1,11,11,12,0,6,7,0,0,2,5,0,5,0,0,0,2,6,2,92,0,0,0,0,1,4,0,5,0,0,6,26,0,11,0,0,2,0,0,0,11,0,7,2,2,1,0,10,0,4,8,2,1,0,3,4,6,2,4,1,0,10,0,0,0,0,2,2,0,4,2,3,12,3,0,65,6,2,0,0,3,3,11,0,0,2,8,0,0,0,0,0,4,36,0,0,0,3,8,2,0,75,0,1,5,2,0,1,0,0,8,0,4,14,25,5,4,6,23,5,0,1,0,8,0,0,0,0,0,1,8,0,0,3
Gabon,2016-10-01,yes,0,3,2,0,4,0,0,6,0,0,0,6,0,8,6,0,4,2,0,0,0,3,0,15,0,4,8,0,0,2,2,0,11,0,0,0,0,6,3,55,0,0,0,0,2,6,0,7,78,0,5,24,0,7,0,0,0,0,0,0,11,0,14,4,0,0,0,15,0,4,9,2,0,0,3,3,5,4,5,1,0,0,0,0,0,0,4,11,0,10,4,0,6,0,0,63,7,4,0,0,3,0,0,0,0,2,10,0,0,0,0,0,9,36,0,0,21,0,5,2,0,0,0,0,5,0,0,2,0,0,12,10,5,11,7,4,6,20,16,12,0,2,0,8,0,0,0,0,0,5,6,0,0,4
